workload,workloadId,strategy,seed,attempt,faultScenarioId,faultVector,status,score,executionAttemptId,terminalStatus,scheduleConformance,wallSeconds,attemptRecord,DELETED_DEPENDENCY,FAILED_OPERATION_RESIDUAL,UNRESOLVED_DELIVERED_EVENT,runnerDiagnostic,reportSourceSetupSeconds,reportPrerequisiteSetupSeconds
benchmark,435ac86830d1ad7d778abe6dd4e046f728c9f3fd695106657aa430bc2d1710fc,random,101,7,cf0454f78cd21504cda49ddbe02af6e53e0d74a003660adb7636c5f2774c1b26,01000,COMPLETE,0,df278c49-2e5d-4e59-907d-4c5b7e65d680,PARTIAL_COMPENSATED,EXACT,23.109817999997176,verifiers/target/search-baselines/run-01/benchmark/random-101/c1/r07-cf0454f78cd21504cda49ddbe02af6e53e0d74a003660adb7636c5f2774c1b26/attempt.json,0,0,0,'sourceSetup',,1.416870959
benchmark,435ac86830d1ad7d778abe6dd4e046f728c9f3fd695106657aa430bc2d1710fc,random,101,8,a021b10b677b60c75a05aa9b014e70b66f7a08a3f8f505ecf1cdd3d9985da2c1,00101,COMPLETE,2,4c0f2399-97b5-4a1e-925b-84abd37d74bb,COMPENSATED,EXACT,25.272115832951386,verifiers/target/search-baselines/run-01/benchmark/random-101/c1/r08-a021b10b677b60c75a05aa9b014e70b66f7a08a3f8f505ecf1cdd3d9985da2c1/attempt.json,1,1,0,'sourceSetup',,1.320832667
benchmark,435ac86830d1ad7d778abe6dd4e046f728c9f3fd695106657aa430bc2d1710fc,random,101,9,6363dadb237dc061e28d17433cf19a8a971f39d11d9cbf3f3b123bac8639ff01,00101,COMPLETE,2,ca2b9c98-2e2b-42c2-bdf6-266b1367763c,COMPENSATED,EXACT,24.177739209029824,verifiers/target/search-baselines/run-01/benchmark/random-101/c1/r09-6363dadb237dc061e28d17433cf19a8a971f39d11d9cbf3f3b123bac8639ff01/attempt.json,1,1,0,'sourceSetup',,1.496403209
benchmark,435ac86830d1ad7d778abe6dd4e046f728c9f3fd695106657aa430bc2d1710fc,random,101,10,66efce98f8bd977e95d373ee745bc5912afb5092dc817edb8c7513744e11755f,00010,COMPLETE,0,fd156ac0-9074-4345-a72d-24be3c7dbfac,PARTIAL_COMPENSATED,EXACT,26.623041457962245,verifiers/target/search-baselines/run-01/benchmark/random-101/c1/r10-66efce98f8bd977e95d373ee745bc5912afb5092dc817edb8c7513744e11755f/attempt.json,0,0,0,'sourceSetup',,2.102308417
benchmark,435ac86830d1ad7d778abe6dd4e046f728c9f3fd695106657aa430bc2d1710fc,random,101,11,10189e529ce20ee3ede9b6168047b44bb732fc05abef304c28e4ff64fea6439d,00100,COMPLETE,2,a7d309f9-3702-4906-82e9-65aed119f997,PARTIAL_COMPENSATED,EXACT,24.84584550000727,verifiers/target/search-baselines/run-01/benchmark/random-101/c1/r11-10189e529ce20ee3ede9b6168047b44bb732fc05abef304c28e4ff64fea6439d/attempt.json,1,1,0,'sourceSetup',,1.444342168
benchmark,435ac86830d1ad7d778abe6dd4e046f728c9f3fd695106657aa430bc2d1710fc,random,101,12,59ef14fad2da70ef40a407f18bc78d21e8b114074b5995323f654246799b43b1,00100,COMPLETE,2,4cba63b0-09f7-4a36-b85a-cbeb4bb64e65,PARTIAL_COMPENSATED,EXACT,24.617397207999602,verifiers/target/search-baselines/run-01/benchmark/random-101/c1/r12-59ef14fad2da70ef40a407f18bc78d21e8b114074b5995323f654246799b43b1/attempt.json,1,1,0,'sourceSetup',,2.029244209
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,deterministic,,1,5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44,000,COMPLETE,0,3c36947d-4c68-4c94-906e-861465b8997c,SUCCESS,EXACT,24.934486332989763,verifiers/target/search-baselines/run-01/create-quiz/deterministic/c1/r01-5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44/attempt.json,0,0,0,,0.883932542,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,deterministic,,2,6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682,001,COMPLETE,0,3ad362b6-0add-4eaa-96ce-975b295594f4,COMPENSATED,EXACT,24.04009904101258,verifiers/target/search-baselines/run-01/create-quiz/deterministic/c1/r02-6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682/attempt.json,0,0,0,,0.894630042,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,deterministic,,3,d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4,010,COMPLETE,0,456405a3-98ee-436b-8aaf-85a6c4cff415,COMPENSATED,EXACT,23.944511124980636,verifiers/target/search-baselines/run-01/create-quiz/deterministic/c1/r03-d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4/attempt.json,0,0,0,,1.314307167,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,deterministic,,4,cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15,100,COMPLETE,0,ce1db788-f5fb-4d54-b856-e3fa10e35175,COMPENSATED,EXACT,25.110789667000063,verifiers/target/search-baselines/run-01/create-quiz/deterministic/c1/r04-cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15/attempt.json,0,0,0,,0.826548792,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,11,1,5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44,000,COMPLETE,0,4f11b02d-bc72-473d-a889-89601b9f27d0,SUCCESS,EXACT,24.38238475000253,verifiers/target/search-baselines/run-01/create-quiz/random-11/c1/r01-5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44/attempt.json,0,0,0,,1.573645709,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,11,2,6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682,001,COMPLETE,0,294a05ef-fd74-4bdf-bbf6-631ca60a6264,COMPENSATED,EXACT,24.16066933295224,verifiers/target/search-baselines/run-01/create-quiz/random-11/c1/r02-6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682/attempt.json,0,0,0,,1.528015251,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,11,3,d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4,010,COMPLETE,0,cb7209bb-2d06-42e3-827f-1374a4672c6d,COMPENSATED,EXACT,24.65445091703441,verifiers/target/search-baselines/run-01/create-quiz/random-11/c1/r03-d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4/attempt.json,0,0,0,,1.833854501,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,11,4,cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15,100,COMPLETE,0,80125116-d40a-453b-8b43-a56b277d164d,COMPENSATED,EXACT,24.0770505410037,verifiers/target/search-baselines/run-01/create-quiz/random-11/c1/r04-cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15/attempt.json,0,0,0,,1.413423668,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,29,1,cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15,100,COMPLETE,0,ff2da458-8018-4644-9033-809a49a2bc1c,COMPENSATED,EXACT,23.860754624998663,verifiers/target/search-baselines/run-01/create-quiz/random-29/c1/r01-cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15/attempt.json,0,0,0,,0.881524792,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,29,2,d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4,010,COMPLETE,0,98973168-7a41-450a-9efe-cdcd298b7004,COMPENSATED,EXACT,23.256864292023238,verifiers/target/search-baselines/run-01/create-quiz/random-29/c1/r02-d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4/attempt.json,0,0,0,,0.959002208,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,29,3,6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682,001,COMPLETE,0,30796ad5-61c3-4ea9-a022-7b01f31284d3,COMPENSATED,EXACT,24.910086292016786,verifiers/target/search-baselines/run-01/create-quiz/random-29/c1/r03-6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682/attempt.json,0,0,0,,1.179102459,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,29,4,5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44,000,COMPLETE,0,b71d3654-aefb-43ea-ab9d-c35498a46d15,SUCCESS,EXACT,25.47314637497766,verifiers/target/search-baselines/run-01/create-quiz/random-29/c1/r04-5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44/attempt.json,0,0,0,,1.122467751,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,47,1,cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15,100,COMPLETE,0,3b90038e-fcb6-4c7a-a7fc-1683c4039a26,COMPENSATED,EXACT,24.224663458007853,verifiers/target/search-baselines/run-01/create-quiz/random-47/c1/r01-cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15/attempt.json,0,0,0,,1.623722959,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,47,2,6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682,001,COMPLETE,0,f3182f3b-e019-4232-abdc-fbf2a3c9c5d8,COMPENSATED,EXACT,23.678053458046634,verifiers/target/search-baselines/run-01/create-quiz/random-47/c1/r02-6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682/attempt.json,0,0,0,,1.562668792,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,47,3,5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44,000,COMPLETE,0,68671ea3-7264-4564-8f89-cfe4af7a7938,SUCCESS,EXACT,25.181378291978035,verifiers/target/search-baselines/run-01/create-quiz/random-47/c1/r03-5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44/attempt.json,0,0,0,,1.759378334,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,47,4,d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4,010,COMPLETE,0,48fa157c-eb9b-4265-a66f-5eb27d819d3c,COMPENSATED,EXACT,24.448773374955636,verifiers/target/search-baselines/run-01/create-quiz/random-47/c1/r04-d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4/attempt.json,0,0,0,,1.300407709,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,71,1,6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682,001,COMPLETE,0,c68449b3-aa4b-4fab-9339-52642802105e,COMPENSATED,EXACT,24.18443591700634,verifiers/target/search-baselines/run-01/create-quiz/random-71/c1/r01-6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682/attempt.json,0,0,0,,1.123141584,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,71,2,5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44,000,COMPLETE,0,f570ab51-f704-48c7-956c-ddc922250b8a,SUCCESS,EXACT,26.584707500005607,verifiers/target/search-baselines/run-01/create-quiz/random-71/c1/r02-5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44/attempt.json,0,0,0,,1.597883709,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,71,3,cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15,100,COMPLETE,0,a00db832-e2bd-47a4-8178-4353a4410758,COMPENSATED,EXACT,23.571246750012506,verifiers/target/search-baselines/run-01/create-quiz/random-71/c1/r03-cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15/attempt.json,0,0,0,,1.219692501,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,71,4,d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4,010,COMPLETE,0,9ada6803-a582-4c7c-a149-ae7c5886af28,COMPENSATED,EXACT,24.653116624976974,verifiers/target/search-baselines/run-01/create-quiz/random-71/c1/r04-d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4/attempt.json,0,0,0,,1.690567459,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,101,1,5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44,000,COMPLETE,0,d53e599f-8c85-4d10-b1af-f4f1c378e56a,SUCCESS,EXACT,24.488888457999565,verifiers/target/search-baselines/run-01/create-quiz/random-101/c1/r01-5b2b66bcdaa1aebdbf5ac10f6a11963a2176b27544733eb33b7d246fc3266b44/attempt.json,0,0,0,,1.351539793,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,101,2,cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15,100,COMPLETE,0,e3b95d5d-4212-415d-bd10-c46769bc55aa,COMPENSATED,EXACT,23.47761487500975,verifiers/target/search-baselines/run-01/create-quiz/random-101/c1/r02-cf250c8d0c0e359bfaa1c604b8e11622313708a91c13618a6952cc149227de15/attempt.json,0,0,0,,0.995163084,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,101,3,d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4,010,COMPLETE,0,f97b1e1e-2f03-4de4-a545-6e639d93ee6d,COMPENSATED,EXACT,24.222598292049952,verifiers/target/search-baselines/run-01/create-quiz/random-101/c1/r03-d09dc82c3045716b9eb99cd5da4870547c24ba8fd33c5944218752090e8c67e4/attempt.json,0,0,0,,0.981408625,0.0
create-quiz,a8aa42c2fc0d5b41eb5e644a6fda8fbcba2ff3b199223cc549106b5ef896e5c7,random,101,4,6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682,001,COMPLETE,0,3dde8bb3-6379-4ad0-9de3-0a02084ea07a,COMPENSATED,EXACT,24.116381041996647,verifiers/target/search-baselines/run-01/create-quiz/random-101/c1/r04-6ac55f24e7b755f3c5ec566b271270c25b852b259cce17949a86ff707d202682/attempt.json,0,0,0,,0.927145625,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,deterministic,,1,2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588,00,COMPLETE,0,df58ce30-f094-4619-8384-10201be45c95,SUCCESS,EXACT,25.55143162503373,verifiers/target/search-baselines/run-01/anonymize-event/deterministic/c1/r01-2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588/attempt.json,0,0,0,,1.459753167,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,deterministic,,2,6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d,01,COMPLETE,0,919a652f-27a3-412c-816e-a945f4c9d54b,COMPENSATED,EXACT,24.975676957983524,verifiers/target/search-baselines/run-01/anonymize-event/deterministic/c1/r02-6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d/attempt.json,0,0,0,,1.420125209,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,deterministic,,3,b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b,10,COMPLETE,0,c24b8e99-714d-4a1b-8c4e-7baae0b62ce8,COMPENSATED,EXACT,25.30155991599895,verifiers/target/search-baselines/run-01/anonymize-event/deterministic/c1/r03-b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b/attempt.json,0,0,0,,1.630311376,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,11,1,2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588,00,COMPLETE,0,bf6b8ba8-eacd-40bf-a7f4-1fe38b06f09d,SUCCESS,EXACT,25.737869624979794,verifiers/target/search-baselines/run-01/anonymize-event/random-11/c1/r01-2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588/attempt.json,0,0,0,,2.039827876,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,11,2,b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b,10,COMPLETE,0,783ac635-a7b8-459d-8dbb-2b25c90b8161,COMPENSATED,EXACT,23.929223000013735,verifiers/target/search-baselines/run-01/anonymize-event/random-11/c1/r02-b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b/attempt.json,0,0,0,,1.608247584,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,11,3,6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d,01,COMPLETE,0,d9b9725e-317d-4312-8cb7-ed7ba80e8b93,COMPENSATED,EXACT,23.297615625022445,verifiers/target/search-baselines/run-01/anonymize-event/random-11/c1/r03-6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d/attempt.json,0,0,0,,1.408792584,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,29,1,6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d,01,COMPLETE,0,c67b27cb-f5e5-49cd-bed8-950f380b79a0,COMPENSATED,EXACT,24.901916457980406,verifiers/target/search-baselines/run-01/anonymize-event/random-29/c1/r01-6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d/attempt.json,0,0,0,,1.228796126,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,29,2,2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588,00,COMPLETE,0,354b82a9-72f3-4737-8670-4ea43c838ce6,SUCCESS,EXACT,25.516817458963487,verifiers/target/search-baselines/run-01/anonymize-event/random-29/c1/r02-2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588/attempt.json,0,0,0,,1.294830417,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,29,3,b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b,10,COMPLETE,0,14b27b38-71c6-4eaf-a929-81e0ff837280,COMPENSATED,EXACT,24.388423249998596,verifiers/target/search-baselines/run-01/anonymize-event/random-29/c1/r03-b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b/attempt.json,0,0,0,,1.215276376,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,47,1,b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b,10,COMPLETE,0,5fe0cdcd-575d-40cb-831f-e668b4babfee,COMPENSATED,EXACT,25.08215500001097,verifiers/target/search-baselines/run-01/anonymize-event/random-47/c1/r01-b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b/attempt.json,0,0,0,,1.919996209,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,47,2,2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588,00,COMPLETE,0,7cd02414-b9fc-40c5-83cb-00a7edd91e7f,SUCCESS,EXACT,26.153592167014722,verifiers/target/search-baselines/run-01/anonymize-event/random-47/c1/r02-2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588/attempt.json,0,0,0,,2.037566792,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,47,3,6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d,01,COMPLETE,0,581cce68-8769-4d64-a9f0-7192ddde7536,COMPENSATED,EXACT,24.750200125039555,verifiers/target/search-baselines/run-01/anonymize-event/random-47/c1/r03-6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d/attempt.json,0,0,0,,1.984360334,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,71,1,b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b,10,COMPLETE,0,06a048d6-2abe-409b-b3fa-e3c8b67df37c,COMPENSATED,EXACT,25.340233167051338,verifiers/target/search-baselines/run-01/anonymize-event/random-71/c1/r01-b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b/attempt.json,0,0,0,,1.393553084,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,71,2,2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588,00,COMPLETE,0,3e83cb91-dbed-4a8e-ba0e-2fabafab2ff2,SUCCESS,EXACT,28.06260729202768,verifiers/target/search-baselines/run-01/anonymize-event/random-71/c1/r02-2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588/attempt.json,0,0,0,,1.712632543,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,71,3,6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d,01,COMPLETE,0,a91f5c53-a365-404e-b0e2-a968a51de34b,COMPENSATED,EXACT,24.57724558300106,verifiers/target/search-baselines/run-01/anonymize-event/random-71/c1/r03-6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d/attempt.json,0,0,0,,1.268036668,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,101,1,6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d,01,COMPLETE,0,cad18360-b7a4-40ca-8e53-1ae2993df349,COMPENSATED,EXACT,24.590617000008933,verifiers/target/search-baselines/run-01/anonymize-event/random-101/c1/r01-6f8e670510673c4a1a4907c50afa1c23ab743e9a0aa1ef5d217273da3ecb8c7d/attempt.json,0,0,0,,1.788507376,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,101,2,2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588,00,COMPLETE,0,1059c36f-2371-4c73-8f8c-7aa4ed80a1f0,SUCCESS,EXACT,25.130184041976463,verifiers/target/search-baselines/run-01/anonymize-event/random-101/c1/r02-2efe7c5643a12f1ef0215853eaff1d8cd62e9bbfd4006cecf4971362cca8f588/attempt.json,0,0,0,,1.492440668,0.0
anonymize-event,c2559b797958f4f0c185007cedcc1da6a2eb1b76ef558a593d12d699dec9f60b,random,101,3,b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b,10,COMPLETE,0,9627055f-7419-43c7-bb6c-ca3a99e8d7d6,COMPENSATED,EXACT,24.095078625017777,verifiers/target/search-baselines/run-01/anonymize-event/random-101/c1/r03-b24615488182cc18f528d0187c6002d90f3b5022c375a1c00af48e94649ce59b/attempt.json,0,0,0,,1.241817042,0.0
